Timestamp;Fx1;Fy1;Fz1;Mx1;My1;Mz1;Fx2;Fy2;Fz2;Mx2;My2;Mz2;Copx1;Copy1;Copxy1;Copx2;Copy2;Copxy2
30/8/2021 1:41:14 μμ;2.929549;0.9430226;2.063171;0.06012726;-0.1581955;0.01565062;94.28115;26.94064;821.183;10.09349;91.99152;-2.061393;-76.6758844256401;29.1431229561567;82.027512872766;112.023167312145;12.2914025560021;112.695468371353
30/8/2021 1:41:14 μμ;3.133869;0.7326032;2.067505;0.07787323;-0.1442795;0.02636002;94.10204;26.77094;821.1862;10.10846;92.06092;-2.117351;-69.7843506932259;37.665318697691;79.3002637717792;112.107239663601;12.3095829039812;112.781022411849
30/8/2021 1:41:14 μμ;3.335991;0.5077144;0.4345703;0.02919006;-0.1750412;0.01674011;94.10153;26.94474;821.5176;10.15152;92.10493;-2.138841;-402.791440486908;67.1699419617653;408.353701627235;112.115599215031;12.3570328578353;112.794520471497
30/8/2021 1:41:14 μμ;3.539253;0.2915446;1.40863;-0.01696014;-0.02960205;-0.05129959;94.27695;26.94075;821.5055;10.15375;92.1196;-2.059053;-21.0147760808468;-12.0401661843061;24.2195461450837;112.135097384453;12.3599264770746;112.814218288031
30/8/2021 1:41:14 μμ;3.529313;-0.1304752;1.080811;-0.04959869;-0.1610336;-0.05081935;93.74773;26.77335;821.8333;10.22911;92.11494;-2.116153;-148.993387818336;-45.8902753889561;155.900439347872;112.084716558456;12.4466987326741;112.773684853034
30/8/2021 1:41:14 μμ;3.529761;-0.1219343;1.409485;0.01338959;-0.0300293;0.02813099;93.9224;26.76762;822.1528;10.16718;92.17404;-2.08161;-21.3051568716764;9.49963182210922;23.3270811307881;112.113036215305;12.3665276914835;112.793013509519
30/8/2021 1:41:14 μμ;3.113041;-0.1197268;-0.2155762;-0.05104065;-0.1045761;-0.04991867;93.92238;26.5957;821.5048;10.30644;92.1721;-2.05893;485.100507736206;236.763879656792;539.795921914996;112.199105322361;12.5458082184196;112.898346041878
30/8/2021 1:41:14 μμ;3.306363;-0.7579182;0.4304199;-0.1298447;-0.09056091;-0.1174787;93.5805;26.60809;820.8721;10.06502;92.14039;-2.060945;-210.401311516762;-301.669746637344;367.795252721148;112.246952950954;12.2613720595837;112.914656672893
30/8/2021 1:41:14 μμ;3.300401;-0.9643066;-0.2185669;-0.1142044;-0.09183502;-0.009869888;93.57618;26.60736;821.192;10.12531;92.09834;-2.060634;420.168936252594;522.514641284943;670.494955498376;112.152017652988;12.3300096020103;112.82776342914
30/8/2021 1:41:14 μμ;2.6676;-1.161528;0.1060791;-0.1637192;-0.09332275;-0.02115031;93.91832;26.24563;821.4937;10.21637;92.08646;-2.06089;-879.746854305267;-1543.36881637573;1776.49706755205;112.09636926651;12.4363340437412;112.784123027939
30/8/2021 1:41:14 μμ;2.46562;-0.9450766;-0.5400391;-0.05513;-0.1083298;-0.08885087;93.22137;26.09243;820.8738;10.11066;92.10902;-2.084502;200.596183538437;102.085217833519;225.078254281268;112.208500504494;12.316944077611;112.88248179801
30/8/2021 1:41:14 μμ;2.451648;-1.56525;0.1133423;-0.008491516;-0.1088486;-0.03832848;93.39458;26.08242;821.511;10.10887;92.12556;-2.05038;-960.352718830109;-74.9192237854004;963.270592646214;112.141609191895;12.305217795074;112.814710464247
30/8/2021 1:41:14 μμ;2.039114;-1.347987;-0.8587646;-0.08648682;-0.1824875;-0.01003024;93.39106;25.73586;821.184;10.07988;92.1673;-2.05052;212.500005960464;100.710734724998;235.157191304128;112.237088382244;12.2748129069805;112.906310897244
