Date;Timestamp;Fx1;Fy1;Fz1;Mx1;My1;Mz1;Fx2;Fy2;Fz2;Mx2;My2;Mz2;Copx1;Copy1;Copxy1;Copx2;Copy2;Copxy2
2021/09/06/ 09:08:32.000;132753821120002337;-77.00612;-112.976;544.5583;24.55893;-48.25309;-4.852082;65.09119;-24.71733;531.7354;-17.06738;53.59219;5.310675;-88.6095836758614;45.0988039374352;99.4261556925374;100.787341594696;-32.097514718771;105.774943520891
2021/09/06/ 09:08:32.000;132753821120002337;-76.71351;-118.0479;544.1979;24.2302;-48.45156;-5.060714;63.73891;-24.08488;522.8855;-16.8651;52.78613;5.187655;-89.0329778194427;44.524610042572;99.5455274677898;100.951604545116;-32.2539024055004;105.978963387161
2021/09/06/ 09:08:32.001;132753821120012330;-77.27039;-123.5024;543.8361;24.29961;-48.53704;-4.997212;62.89911;-23.65608;516.2566;-16.71195;51.98686;5.189737;-89.2493948340416;44.6818582713604;99.8094331054164;100.69964826107;-32.3714055120945;105.774888582932
2021/09/06/ 09:08:32.001;132753821120012330;-76.72438;-126.6975;545.4297;24.08562;-48.71651;-5.434952;61.89353;-23.20438;507.7298;-16.67955;51.25718;5.112554;-89.3176794052124;44.1589914262295;99.6376654589724;100.953653454781;-32.8512340784073;106.164229975742
2021/09/06/ 09:08:32.001;132753821120012330;-78.06605;-130.445;546.3962;24.16271;-48.94288;-5.703374;60.37281;-22.21954;498.9098;-16.39087;50.438;4.978264;-89.5739644765854;44.2219600081444;99.8953295155209;101.09643638134;-32.8533723950386;106.300675100083
2021/09/06/ 09:08:32.002;132753821120022327;-78.92715;-131.6955;547.0527;24.00285;-48.91789;-6.189212;58.8451;-21.58484;490.3861;-16.25019;49.57472;4.888412;-89.4207954406738;43.8766591250896;99.605420902791;101.093247532845;-33.1375449895859;106.385814771866
2021/09/06/ 09:08:32.002;132753821120022327;-81.23322;-132.266;548.048;24.10603;-49.03901;-6.609103;57.83275;-21.14632;483.1308;-15.97542;48.84496;4.925712;-89.4794017076492;43.9852476119995;99.7058941961195;101.100899279118;-33.0664478242397;106.370963174917
2021/09/06/ 09:08:32.002;132753821120022327;-82.87811;-131.3798;549.0447;24.3541;-49.02551;-6.961881;56.63744;-21.05571;476.1857;-15.85258;47.97161;4.812887;-89.2923846840858;44.3572327494621;99.7030293409419;100.741378962994;-33.2907438278198;106.099477189923
2021/09/06/ 09:08:32.004;132753821120042316;-85.15972;-131.0947;551.6693;24.95477;-49.27269;-7.439352;55.11742;-20.24199;467.0457;-15.60835;47.19494;4.769408;-89.3156453967094;45.235026627779;100.117391829025;101.049944758415;-33.4193147718906;106.432804790166
2021/09/06/ 09:08:32.004;132753821120042316;-86.15586;-129.3681;552.9885;25.70173;-49.42897;-7.673712;53.76955;-19.60697;457.8847;-15.46764;46.34733;4.713367;-89.3851742148399;46.4778766036034;100.746723931833;101.220525801182;-33.7806344032288;106.708603702571
2021/09/06/ 09:08:32.006;132753821120062295;-86.75125;-128.279;555.9236;26.43147;-49.68521;-7.80061;52.41409;-18.9774;449.6821;-15.26756;45.54317;4.658803;-89.3741846084595;47.5451536476612;101.233820978005;101.278588175774;-33.9518822729588;106.817988806918
2021/09/06/ 09:08:32.006;132753821120062295;-87.95561;-126.5452;557.8885;27.42391;-50.11637;-8.074622;51.57323;-18.71569;442.4322;-15.10246;44.74586;4.592625;-89.8322239518166;49.1566136479378;102.402153910267;101.136073470116;-34.1350696980953;106.741315057697
2021/09/06/ 09:08:32.008;132753821120082285;-88.32124;-124.6271;559.2004;28.15643;-50.40117;-8.240952;50.39159;-18.09348;434.2188;-14.78061;43.78622;4.502444;-90.1307910680771;50.3512285649776;103.241492223621;100.839085876942;-34.0395420789719;106.429374072402
2021/09/06/ 09:08:32.008;132753821120082285;-88.25153;-122.0928;561.488;28.6595;-50.69603;-8.436351;49.03346;-17.63887;426.0182;-14.56647;42.98251;4.424876;-90.2887061238289;51.0420501232147;103.717603782077;100.893579423428;-34.1921374201775;106.529886089453
2021/09/06/ 09:08:32.010;132753821120102271;-87.58054;-120.4273;562.1332;29.15862;-51.08114;-8.612391;47.5139;-16.65056;417.2078;-14.40038;42.16502;4.358503;-90.8701717853546;51.8713593482971;104.632815315942;101.064808666706;-34.5160774886608;106.796325573688
2021/09/06/ 09:08:32.010;132753821120102271;-86.09415;-119.6161;564.393;29.90399;-51.45012;-8.844072;46.50449;-16.37905;408.9874;-14.29073;41.39153;4.303357;-91.1600887775421;52.9843345284462;105.43956321681;101.204894483089;-34.9417254328728;107.067057695444
2021/09/06/ 09:08:32.014;132753821120142259;-84.40153;-118.808;565.022;30.58712;-51.93563;-8.763902;45.48926;-16.11256;401.4048;-14.0606;40.53342;4.248097;-91.9178798794746;54.134376347065;106.674398728201;100.978903472424;-35.0284799933434;106.881866362527
2021/09/06/ 09:08:32.014;132753821120142259;-82.30614;-118.6474;568.5701;31.1294;-52.3465;-8.927303;44.13937;-15.47993;392.245;-13.6774;39.68534;4.192826;-92.0669361948967;54.7503307461739;107.116382767206;101.174890995026;-34.8695330321789;107.015152673523
2021/09/06/ 09:08:32.015;132753821120152249;-79.80876;-118.9124;570.1577;31.94934;-52.81868;-8.817832;42.79059;-14.66809;383.4158;-13.61481;38.88223;4.115276;-92.638723552227;56.0359768569469;108.26801837892;101.410105824471;-35.5092510581017;107.447272994886
2021/09/06/ 09:08:32.015;132753821120152249;-77.51106;-118.9592;573.3817;32.57061;-53.17249;-8.834373;41.78096;-14.2209;375.2059;-13.40089;37.93989;4.036396;-92.7348807454109;56.8044036626816;108.749705205754;101.117506623268;-35.7160829007626;107.239865364895
2021/09/06/ 09:08:32.017;132753821120172239;-75.63974;-119.1952;577.2526;33.20543;-53.72935;-8.472783;40.25292;-13.75717;366.0475;-13.12398;37.07638;3.923763;-93.077726662159;57.5232319533825;109.418396145064;101.288430392742;-35.8532071113586;107.446724433997
2021/09/06/ 09:08:32.018;132753821120182234;-73.35137;-119.4505;582.744;33.77883;-54.21218;-8.32654;39.23568;-13.49401;359.1255;-12.89925;36.30669;3.892156;-93.029148876667;57.9651221632957;109.610117818215;101.097486913204;-35.9185077250004;107.288587731205
2021/09/06/ 09:08:32.019;132753821120192225;-71.27005;-119.6921;588.8832;34.59821;-54.88215;-8.140662;38.05343;-12.86707;350.9284;-12.70168;35.51936;3.758521;-93.1970030069351;58.7522462010384;110.170358096641;101.215422153473;-36.1944958567619;107.492340248182
2021/09/06/ 09:08:32.020;132753821120202223;-70.00053;-119.0623;595.6887;35.35849;-55.52129;-7.877634;36.6958;-12.5863;342.3964;-12.53061;34.67163;3.702444;-93.2052135467529;59.3573190271854;110.501145489044;101.261660456657;-36.5967862308025;107.671949182981
2021/09/06/ 09:08:32.020;132753821120202223;-68.13228;-119.4949;604.7561;36.37954;-56.24725;-7.682302;35.34634;-11.77905;333.5661;-12.22558;33.78274;3.624283;-93.0081456899643;60.1557157933712;110.766535141705;101.277492940426;-36.6511419415474;107.70532383275
2021/09/06/ 09:08:32.020;132753821120202223;-67.69361;-118.6397;612.5381;37.06012;-57.07513;-7.4713;34.51199;-11.16126;325.3482;-11.90392;32.93992;3.536206;-93.1780859827995;60.5025440454483;111.097765699358;101.245120167732;-36.5882329642773;107.653486470373
2021/09/06/ 09:08:32.022;132753821120222223;-67.88251;-117.9672;621.3058;37.94157;-57.8164;-7.385323;33.32663;-10.8856;317.1375;-11.67352;32.1513;3.515414;-93.0562615394592;61.0674545168877;111.304545337881;101.379700005054;-36.8090346455574;107.855220572083
2021/09/06/ 09:08:32.022;132753821120222223;-67.66499;-117.7217;632.3447;39.04056;-58.5715;-7.436122;32.31558;-10.27183;309.887;-11.53744;31.42204;3.348174;-92.6259085536003;61.7393627762794;111.316251515226;101.398386061192;-37.2311174869537;108.01753934034
2021/09/06/ 09:08:32.024;132753821120242199;-68.67259;-116.3901;641.7748;39.8774;-59.36991;-7.244703;30.97109;-9.452848;300.1116;-11.29298;30.57674;3.338583;-92.5089418888092;62.1361136436462;111.439674030945;101.884566247463;-37.6292541623116;108.611351194272
2021/09/06/ 09:08:32.024;132753821120242199;-70.11404;-115.6629;652.1841;41.19343;-60.15681;-7.082302;29.95387;-9.189515;292.8385;-11.12257;29.76016;3.215593;-92.2389999032021;63.16227465868;111.792245004747;101.626537740231;-37.9819422960281;108.492309006885
2021/09/06/ 09:08:32.026;132753821120262189;-71.96655;-114.7184;662.9228;42.43169;-60.92904;-7.027791;28.42908;-8.382072;284.347;-10.76101;28.81527;3.125164;-91.9097065925598;64.0069842338562;112.001286584769;101.338393986225;-37.8446355462074;108.174333995327
2021/09/06/ 09:08:32.026;132753821120262189;-74.43071;-113.3254;671.0828;43.51893;-61.57224;-6.775651;27.58212;-8.126286;277.3962;-10.28874;28.05733;3.038233;-91.7505919933319;64.8488253355026;112.354533858325;101.145304739475;-37.0904169976711;107.731479632939
2021/09/06/ 09:08:32.028;132753821120282170;-77.11147;-112.1434;679.2318;44.86509;-62.40569;-6.613143;26.40138;-7.323103;269.5292;-10.29059;27.3145;2.882344;-91.8768644332886;66.0526975989342;113.15616235181;101.341553032398;-38.1798669695854;108.295025799127
2021/09/06/ 09:08:32.029;132753821120292171;-79.38148;-111.1813;687.3779;46.10375;-63.12297;-6.342982;25.22499;-6.339933;260.7044;-10.00195;26.44252;2.748857;-91.8315276503563;67.0719146728516;113.717506165412;101.427190005779;-38.3650809526443;108.440556568894
2021/09/06/ 09:08:32.030;132753821120302179;-81.63532;-109.7992;693.5792;47.31193;-63.92596;-6.128112;24.2174;-5.896286;252.4966;-9.666977;25.75462;2.672677;-92.1682193875313;68.214163184166;114.66539462272;101.999871432781;-38.2855720818043;108.948422668412
2021/09/06/ 09:08:32.031;132753821120312164;-84.09386;-108.2024;698.1619;48.44437;-64.61526;-5.845393;23.20378;-5.284508;245.5593;-9.468948;24.8127;2.617117;-92.550553381443;69.3884566426277;115.673518345632;101.04563087225;-38.5607331991196;108.153361774956
2021/09/06/ 09:08:32.032;132753821120322151;-85.54012;-107.69;703.7012;49.59029;-65.18993;-5.572892;21.84522;-5.004519;237.0293;-9.176666;24.04979;2.562436;-92.6386490464211;70.4706683754921;116.396023980351;101.463377475739;-38.7153290212154;108.598773796048
2021/09/06/ 09:08:32.032;132753821120322151;-86.96397;-106.3424;706.9714;50.61485;-65.72083;-5.299843;21.00833;-4.388928;229.4637;-8.98027;23.37947;2.430695;-92.9610729217529;71.5939104557037;117.334773588663;101.887442171574;-39.1359068453312;109.145178898897
2021/09/06/ 09:08:32.034;132753821120342141;-88.59064;-104.7699;709.5959;51.74814;-66.17902;-4.879471;19.99352;-4.12539;221.8806;-8.628975;22.52087;2.375455;-93.2629704475403;72.9262083768845;118.390090484498;101.499915122986;-38.8901643455029;108.695343289368
2021/09/06/ 09:08:32.035;132753821120352138;-89.40151;-103.8733;711.5556;52.67846;-66.58184;-4.723421;18.6423;-3.31861;213.371;-8.384995;21.76004;2.298884;-93.5722216963768;74.0328058600426;119.317295547237;101.982176303864;-39.2977185547352;109.291696698695
2021/09/06/ 09:08:32.036;132753821120362131;-89.79174;-102.7714;716.1127;53.5956;-66.95207;-4.461621;17.9772;-2.888154;206.4297;-8.294495;21.02017;2.222315;-93.4937596321106;74.8424082994461;119.760048305801;101.827226579189;-40.1807129383087;109.46814041099
2021/09/06/ 09:08:32.036;132753821120362131;-90.38516;-101.4565;717.4235;54.4972;-67.25275;-4.130362;16.96753;-2.272946;198.8584;-7.974426;20.33252;2.169666;-93.7420427799225;75.9623870253563;120.655935731081;102.246232330799;-40.1010327041149;109.828888958144
2021/09/06/ 09:08:32.038;132753821120382118;-90.98268;-100.3478;721.0095;55.35219;-67.59461;-3.828492;16.11932;-2.019518;192.5449;-7.745613;19.66055;2.083135;-93.749962747097;76.7704024910927;121.172398728945;102.108895778656;-40.2275621891022;109.747361502746
2021/09/06/ 09:08:32.038;132753821120382118;-90.53593;-99.26996;724.5845;56.084;-67.94785;-3.485941;14.94064;-1.394378;184.0139;-7.483971;18.82827;1.994023;-93.7749221920967;77.4016082286835;121.592536730345;102.319873869419;-40.6706891953945;110.106591756726
2021/09/06/ 09:08:32.040;132753821120402113;-90.29067;-97.78484;726.8537;56.65943;-68.4911;-3.205264;14.26995;-0.9719043;178.0394;-7.214317;18.13259;1.986897;-94.229556620121;77.9516249895096;122.293357053152;101.845942437649;-40.5208989977837;109.610853689776
2021/09/06/ 09:08:32.040;132753821120402113;-89.65277;-97.14355;731.7163;57.4199;-68.74487;-2.924992;13.60327;-0.7195048;170.7591;-6.923119;17.43182;1.865295;-93.9501598477364;78.4728974103928;122.411715793045;102.084249258041;-40.5431874096394;109.840538927625
2021/09/06/ 09:08:32.042;132753821120422102;-89.62309;-96.06136;735.6147;58.08727;-69.2576;-2.661643;12.76455;-0.2873251;163.8168;-6.831879;16.7604;1.755044;-94.1492915153503;78.9642632007599;122.87979474137;102.311812341213;-41.7043715715408;110.485119146068
2021/09/06/ 09:08:32.042;132753821120422102;-89.83027;-95.82699;740.8046;58.56537;-69.52771;-2.460623;11.93729;0.5069883;155.2795;-6.584618;16.12931;1.691693;-93.8543155789375;79.0564268827438;122.713288539821;103.872776031494;-42.404942214489;112.195065509598
2021/09/06/ 09:08:32.044;132753821120442082;-89.82374;-95.58286;745.6771;59.23173;-69.91228;-2.197582;10.73415;0.4035299;150.2431;-6.448906;15.34178;1.670004;-93.7567725777626;79.4334933161736;122.882107178421;102.113045752048;-42.9231487214565;110.76764333019
2021/09/06/ 09:08:32.044;132753821120442082;-90.4445;-95.31968;751.5295;59.95905;-70.12384;-1.974793;10.2388;0.8275464;143.6158;-6.176437;14.74464;1.562184;-93.3081731200218;79.7826945781708;122.766825833161;102.667257189751;-43.0066809058189;111.311007099035
2021/09/06/ 09:08:32.047;132753821120472067;-91.07937;-95.49995;756.7224;60.46603;-70.25175;-1.988283;9.227242;1.607745;137.3285;-5.99659;14.05909;1.486645;-92.836894094944;79.9051746726036;122.488880493925;102.375634014606;-43.6660312116146;111.299113750588
2021/09/06/ 09:08:32.048;132753821120482066;-92.75166;-95.62457;761.2828;61.221;-70.539;-1.725302;8.557486;1.513473;129.7104;-5.731323;13.5685;1.412396;-92.6580801606178;80.4182216525078;122.68907935429;104.606039822102;-44.1855154931545;113.555199558007
2021/09/06/ 09:08:32.048;132753821120485873;-94.4387;-96.18048;768.1122;61.81913;-70.60933;-1.621232;8.04528;1.387264;125.6077;-5.535511;12.88568;1.324955;-91.9257998466492;80.4818943142891;122.178917943574;102.586723864079;-44.0698564052582;111.652085321971
2021/09/06/ 09:08:32.049;132753821120492063;-96.54841;-96.92838;773.3201;62.6176;-70.75518;-1.409173;7.209471;2.169938;118.6631;-5.351082;12.2134;1.261475;-91.4953351020813;80.9724256396294;122.17990857505;102.924987673759;-45.0947284698486;112.370314689481
2021/09/06/ 09:08:32.050;132753821120502048;-99.06467;-97.25264;778.2048;63.32246;-70.97342;-1.276423;6.880489;2.049676;113.287;-5.154366;11.63087;1.208703;-91.2014693021774;81.3699141144753;122.224264881705;102.667294442654;-45.4982779920101;112.297224580186
2021/09/06/ 09:08:32.050;132753821120502048;-101.8093;-98.61048;782.7766;63.79473;-71.07664;-1.109282;6.383549;2.46579;107.2827;-4.879799;11.03222;1.146137;-90.8006802201271;81.4980044960976;122.011016983237;102.833159267902;-45.4854220151901;112.443684842314
2021/09/06/ 09:08:32.052;132753821120522045;-104.9484;-98.90896;786.3721;64.49947;-71.33939;-0.8576323;5.711905;2.709188;101.2884;-4.591808;10.50367;1.094818;-90.7196253538132;82.0215567946434;122.301210964377;103.700697422028;-45.33401876688;113.176887673106
2021/09/06/ 09:08:32.052;132753821120522045;-107.2748;-100.0717;791.5856;65.20493;-71.50095;-0.7419395;5.208184;2.762955;96.54594;-4.530502;9.905022;1.030494;-90.3262346982956;82.3725536465645;122.245925367792;102.593868970871;-46.9258688390255;112.816395602367
2021/09/06/ 09:08:32.054;132753821120542039;-110.4181;-100.3835;793.5486;65.84593;-71.72318;-0.5117507;4.541944;3.187171;89.90285;-4.375511;9.374619;0.9337054;-90.3828367590904;82.9765573143959;122.695420633248;104.274988174438;-48.6693270504475;115.073787433641
2021/09/06/ 09:08:32.054;132753821120542039;-113.3417;-100.6885;796.1776;66.3669;-72.01379;-0.4123893;4.217288;3.598174;84.21968;-4.041569;8.835072;0.906424;-90.4494076967239;83.3569094538689;123.001909360744;104.905068874359;-47.988411039114;115.360136397254
2021/09/06/ 09:08:32.056;132753821120562012;-115.8675;-101.4387;800.4105;66.85333;-72.31985;-0.2789701;4.055729;3.459349;80.73453;-4.086563;8.437637;0.8668608;-90.3534516692162;83.52380245924;123.044592753162;104.510888457298;-50.6172925233841;116.123365902525
2021/09/06/ 09:08:32.056;132753821120562012;-117.5246;-101.1642;799.4483;67.39079;-72.74088;-0.2277306;4.234294;2.790086;76.58636;-3.718761;7.983681;0.8502663;-90.9888446331024;84.2966139316559;124.035837434225;104.244150221348;-48.5564433038235;114.998134948739
2021/09/06/ 09:08:32.058;132753821120582000;-118.1648;-101.7703;801.7133;67.61585;-73.17383;-0.1596314;3.567774;3.54698;71.5426;-3.536743;7.4119;0.7531981;-91.271810233593;84.3391939997673;124.272454662517;103.601202368736;-49.4354851543903;114.791447088613
2021/09/06/ 09:08:32.058;132753821120582000;-117.9801;-102.8314;801.3612;67.86786;-73.63684;-0.1668718;3.232691;3.24719;66.78548;-3.443718;6.997688;0.6567364;-91.8897017836571;84.6907198429108;124.964936367766;104.778595268726;-51.5638738870621;116.779223823112
2021/09/06/ 09:08:32.060;132753821120602000;-116.9476;-103.2911;801.6533;67.95311;-74.03881;-0.1464984;2.900518;3.464165;62.99199;-3.336704;6.626816;0.5845952;-92.3576429486275;84.7662016749382;125.360452924447;105.200931429863;-52.9702939093113;117.784073671059
2021/09/06/ 09:08:32.060;132753821120602000;-116.1374;-104.1638;802.2736;68.13176;-74.24124;-0.1663914;2.232549;4.226858;57.9751;-3.159069;6.228577;0.5127665;-92.5385653972626;84.9233493208885;125.600005356931;107.435382902622;-54.4901043176651;120.463824312459
2021/09/06/ 09:08:32.062;132753821120621973;-114.6881;-104.6083;803.5602;68.53625;-74.22415;-0.04712002;1.890636;4.089606;54.8107;-3.021683;5.857574;0.440585;-92.3691242933273;85.290752351284;125.724172534021;106.869176030159;-55.1294311881065;120.250883441617
2021/09/06/ 09:08:32.063;132753821120631990;-114.3109;-106.0526;806.8038;69.3868;-74.10942;0.2179617;1.379106;4.299452;51.98077;-2.734749;5.42918;0.4021751;-91.8555706739426;86.0020741820335;125.83243869308;104.445926845074;-52.6107773184776;116.948046262351
2021/09/06/ 09:08:32.064;132753821120641979;-113.4745;-105.8331;809.407;69.99771;-73.87521;0.4812575;1.046518;4.347486;47.53979;-2.609623;5.056873;0.3526978;-91.2707895040512;86.4802449941635;125.73460061154;106.371372938156;-54.8934414982796;119.700287803636
2021/09/06/ 09:08:32.064;132753821120641979;-113.9068;-106.4116;812.0143;70.6637;-73.90343;0.8245978;0.896885;4.917336;43.43704;-2.716003;4.660904;0.314465;-91.0124629735947;87.0227217674255;125.921493480385;107.302516698837;-62.5273585319519;124.191387200915
2021/09/06/ 09:08:32.066;132753821120661955;-113.0302;-104.7396;814.6226;71.04552;-73.8391;0.7645375;0.8942652;4.410543;41.21225;-2.367298;4.363022;0.2432143;-90.642087161541;87.2128084301949;125.785777889562;105.867110192776;-57.4416145682335;120.446602711637
2021/09/06/ 09:08:32.066;132753821120661955;-112.6077;-104.5292;817.2118;71.40108;-74.15327;0.8711369;0.569477;4.805905;36.77841;-2.273506;3.991005;0.1935634;-90.7393619418144;87.3715728521347;125.965961863765;108.514882624149;-61.8163235485554;124.886899264865
2021/09/06/ 09:08:32.068;132753821120681943;-111.107;-103.094;820.7737;71.85492;-74.60661;0.6657882;1.271534;4.634442;34.86163;-2.137199;3.714382;0.236521;-90.8979028463364;87.5453427433968;126.200696424072;106.5464168787;-61.3051988184452;122.924636879101
2021/09/06/ 09:08:32.068;132753821120681943;-110.4663;-102.48;823.3563;72.17891;-74.99208;0.6539892;1.452188;4.484046;31.68192;-1.878338;3.389515;0.1314769;-91.0809561610222;87.6642465591431;126.415033520497;106.985792517662;-59.2873841524124;122.314977497721
2021/09/06/ 09:08:32.070;132753821120701930;-109.8074;-101.4387;825.6256;72.53719;-75.59248;0.5283386;1.288962;4.335471;28.81094;-1.919914;3.074162;0.06987438;-91.5578231215477;87.8572389483452;126.892590053097;106.701172888279;-66.6383653879166;125.800683771225
2021/09/06/ 09:08:32.070;132753821120701930;-109.6054;-101.6494;829.1819;72.98149;-76.05236;0.5165569;1.478417;4.703061;26.28391;-1.708748;2.835899;0.05677667;-91.7197465896606;88.0162566900253;127.119523898558;107.894904911518;-65.0111883878708;125.967317671961
2021/09/06/ 09:08:32.072;132753821120721924;-109.374;-101.0149;831.1343;73.4323;-76.38061;0.2553801;1.310292;4.904044;24.07724;-1.542774;2.523777;-0.04770604;-91.8992385268211;88.3519053459167;127.481485793285;104.820027947426;-64.0760436654091;122.853480336173
