Fx1,Fy1,Fz1,Mx1,My1,Mz1,Fx2,Fy2,Fz2,Mx2,My2,Mz2,Copx1,Copy1,Copxy1,Copx2,Copy2,Copxy2
95.05538,32.17505,479.3602,29.40691,51.12559,1.822187,120.5762,12.23521,699.3207,30.15657,70.1683,7.087905,106.653802096844,61.346173286438,123.038150500576,100.3378033638,-43.122660368681,109.211897800309,0
80.28229,23.45277,436.1828,31.0242,45.83815,2.015858,120.746,4.765446,828.9845,22.79414,89.96211,6.405644,105.089321732521,71.1266025900841,126.896647466389,108.520865440369,-27.4964664131403,111.950140246163,0
59.64576,16.01122,393.7691,30.77441,41.7003,2.019547,139.5637,22.17403,979.9458,9.886841,112.8558,1.598363,105.900391936302,78.1534388661385,131.616309851271,115.165323019028,-10.0891711190343,115.60641418168,0
44.43401,25.92256,344.4925,27.75729,36.67548,0.6462284,162.1773,43.71887,1091.736,1.985794,129.5808,3.769925,106.462329626083,80.5744230747223,133.515786644266,118.692487478256,1.81893294211477,118.706424008239,0
27.09943,29.71413,281.9093,24.22684,30.41473,0.8574715,180.3667,41.37705,1120.408,8.202988,133.9374,5.208797,107.888340950012,85.9384015202522,137.932240498015,119.543455541134,7.32142990455031,119.767445904813,0
14.55843,25.71484,217.359,19.8872,23.80326,1.691463,191.0332,30.03997,1081.878,9.690155,128.4211,5.120356,109.511286020279,91.4947241544724,142.702509837488,118.701979517937,8.9567918330431,119.039422299577,0
7.061022,20.82368,156.7003,14.99523,17.5532,1.623823,194.8076,12.31651,1024.144,8.656937,120.5493,3.556118,112.017616629601,95.6936702132225,147.326932209468,117.707401514053,8.45285225659609,118.01052106682,0
0.5358083,18.25953,99.57971,9.709335,10.98502,2.517442,190.7541,3.313154,968.2645,7.272446,113.809,1.605973,110.31387001276,97.5031480193138,147.227761617395,117.539182305336,7.51080457121134,117.778909666858,0
0.01798765,10.05097,40.49695,4.511803,4.580963,1.172523,180.9219,10.31139,927.5692,7.504379,109.5709,0.7889177,113.118723034859,111.410930752754,158.771033227828,118.126891553402,8.09037219733,118.403617471598,0
0.5021641,1.815651,5.444885,0.6850281,1.041336,0.00274232,169.543,8.384932,897.4956,8.842484,107.6979,0.8809354,191.250324249268,125.811293721199,228.921751158014,119.99823898077,9.8523972555995,120.40202278271,0
0.7182637,2.25938,0.2401733,0.03289032,0.01541901,0.06638674,157.954,2.65761,877.1512,11.39172,107.3582,1.651543,64.1994923353195,-136.944085359573,151.245685330468,122.394144535065,12.9871824756265,123.081247658307,0
0.2828266,0.5541205,1.875244,0.03041077,0.09671021,0.187507,147.4102,5.127258,860.0505,14.34828,107.2061,2.866153,-51.5720620751381,16.2169635295868,54.0617007945722,124.650955200195,16.6830699890852,125.762416709372,0
1.213427,0.8746922,0.8916626,0.1139221,0.03353882,0.1191879,138.453,13.23467,841.5965,17.04158,106.5943,3.983834,-37.6137979328632,127.763703465462,133.185441089275,126.657247543335,20.2491097152233,128.26568052099,0
0.2449687,1.128221,0.5735474,0.2806015,0.007415771,0.004941598,131.9551,19.72894,819.1707,19.15711,104.8315,4.940532,-12.9296584054828,489.23859000206,489.409413491083,127.972677350044,23.3859848231077,130.091930703965,0
0.1585925,0.4825305,0.08105469,0.07795715,0.02120972,0.02198713,127.73,24.0826,793.3751,20.74751,102.4922,5.763911,-261.67169213295,-961.784660816193,996.745608590798,129.185006022453,26.1509511619806,131.805303488508,0
0.5420862,0.7966655,0.5556641,0.04303741,0.0393219,0.1001582,124.6851,26.09492,771.6111,21.99339,100.3006,6.374717,-70.7655996084213,77.4522200226784,104.912422879184,129.988566040993,28.5032000392675,133.076893989423,0
0.3228045,1.206637,1.532776,0.01146698,0.01077271,0.06116681,121.2853,28.25492,753.988,22.79819,98.63186,6.731445,-7.02823232859373,7.48118525370955,10.2647056686985,130.813553929329,30.2368123084307,134.262618439373,0
0.764796,0.1705502,0.8825073,0.06195068,0.0668869,0.03355937,117.6669,29.31407,742.7041,23.56985,97.71224,7.069157,-75.7918953895569,70.1984912157059,103.306532105686,131.562814116478,31.7351780831814,135.336231609345,0
0.1685727,0.9038919,0.2478638,0.1113815,0.02161407,0.0231273,114.8989,30.1312,737.1176,24.11098,97.46735,7.183518,-87.2014313936234,449.36591386795,457.748636462715,132.227689027786,32.7098146080971,136.213412398798,0
0.1606226,0.4916812,0.9002075,0.265892,0.02162933,0.07970719,113.1512,30.00708,736.2301,24.42828,97.78075,7.065927,-24.0270532667637,295.367479324341,296.343123981473,132.812768220901,33.1802293658257,136.894700493729,0
0.1588126,0.4829004,0.567627,0.07769775,0.06487274,0.02234708,112.0797,29.13304,738.7838,24.62649,98.11143,6.858606,-114.287637174129,136.881723999977,178.320695310587,132.801294326782,33.3338230848312,136.920880570932,0
0.07902705,0.5687891,0.2376709,0.03438568,0.04020691,0.03291784,111.7072,28.5891,742.2924,24.60799,98.63464,6.762053,-169.170513749123,-144.677713513374,222.598974637351,132.878422737122,33.1513397395611,136.951402167459,0
0.3410444,0.5763268,0.08514404,0.02966309,0.05397797,0.08937667,111.8787,29.26241,745.4897,24.42194,99.07841,6.676045,633.960545063019,-348.387092351913,723.380632042371,132.903799414635,32.7595882117748,136.881739171631,0
0.06439912,0.1355599,0.8983154,0.06214142,0.03755951,0.01147746,113.0692,28.68154,749.265,24.4642,99.61292,6.861307,-41.8110489845276,69.1754966974258,80.8295314877065,132.947534322739,32.650925219059,136.898246154421,0
0.2521986,0.7069999,0.07037354,0.06459808,0.008430481,0.05155836,113.0891,30.24942,750.2591,24.26158,99.74397,6.94881,119.796186685562,-917.931497097015,925.715593315339,132.946029305458,32.3376022279263,136.822392998878,0
0.5711141,0.2643176,1.216492,0.09436035,0.05168152,0.0507078,113.6164,30.92471,751.8429,24.01663,99.7493,7.050129,42.4840711057186,77.5676071643829,88.4399795280606,132.673054933548,31.9436825811863,136.464421598627,0
0.1439326,0.1474996,0.07928467,0.0002441406,0.0674057,0.05047701,114.8502,30.90067,751.4834,23.47261,99.81563,6.972136,850.173234939575,-3.07929166592658,850.178811453677,132.824793457985,31.2350355088711,136.447987161397,0
0.1370126,0.3587288,0.4085083,0.0763092,0.1121979,0.02176701,115.7048,29.45015,754.2598,22.9324,99.84688,6.738587,274.652630090714,-186.799645423889,332.156852625739,132.377311587334,30.4038431495428,135.82395334164,0
0.1371926,0.3576987,0.239502,0.07527161,0.02402496,0.02146707,116.5615,27.65827,756.0499,22.12595,100.0869,6.526917,-100.312180817127,314.283907413483,329.904392331134,132.381290197372,29.2651932686567,135.577496404723,0
0.1578226,0.4826804,0.8956299,0.01728058,0.0218811,0.02316712,117.5799,25.48293,760.6948,21.4078,100.5555,6.165929,-24.4309660047293,19.2943308502436,31.1310665233766,132.189065217972,28.1424298882484,135.151564264777,0
0.3514645,0.1529492,1.215027,0.1237488,0.1386795,0.09048657,118.9353,23.80006,768.8505,20.69976,101.3562,5.775865,-114.13698643446,101.848594844341,152.971853437509,131.828233599663,26.9229989498854,134.549362861601,0
0.04942926,0.49007,0.4005737,0.01706696,0.03746033,0.01699246,121.5114,23.4722,780.2137,19.85889,102.6129,5.637347,93.5166850686073,-42.6062792539597,102.76509824881,131.519004702568,25.4531484097242,133.959364592109,0
0.3589344,0.05648017,0.2445679,0.04743958,0.09501648,0.1184066,125.8142,22.35518,796.2252,18.41843,103.807,5.389406,-388.507604598999,193.973049521446,434.239222977268,130.373880267143,23.1321826577187,132.41014511895,0
0.3412445,0.5756267,0.5632324,0.02899933,0.05294037,0.08940671,130.6484,20.87847,811.558,16.64979,104.7902,4.953569,-93.9938202500343,51.487322896719,107.171743777298,129.122227430344,20.5158311873674,130.741917325248,0
0.3442445,0.3657883,0.8873291,0.07611847,0.009483337,0.06159662,135.8493,19.89344,828.7742,14.10782,105.7187,4.454484,-10.6875086203218,85.7838094234467,86.4470057301447,127.560287714005,17.0225128531456,128.691075624983,0
0.3556123,0.1446714,1.225586,0.002616882,0.05056763,0.06844823,141.3981,16.96742,845.2125,10.66168,106.3254,3.650395,-41.2599593400955,2.13520927354693,41.3151711044282,125.797241926193,12.6142036169767,126.42809896984,0
0.05881699,0.07037842,0.07476807,0.1093674,0.004814148,0.1186079,146.9646,13.17218,859.7015,6.691696,106.4187,2.472964,-64.3877536058426,-1462.75508403778,1464.17151273093,123.785592615604,7.78374401852489,124.030075425851,0
0.5599641,0.1582919,0.5678711,0.001564026,0.04933167,0.05068766,152.7235,9.546564,873.5048,1.985794,106.0978,1.338343,86.8712365627289,2.75419163517654,86.914885454109,121.462218463421,2.27336375974119,121.483491458057,0
0.06484701,0.1428206,0.2438965,0.06033325,0.03825378,0.08967791,158.3086,4.172697,886.2855,3.346909,105.373,0.1579741,-156.844347715378,247.37237393856,292.904832323165,118.892818689346,-3.77633236348629,118.952776436775,0
0.1409426,0.1502383,0.2384644,0.06030273,0.1109619,0.006352797,162.7097,0.6308985,895.2242,9.197311,104.1901,1.542231,-465.318650007248,252.879440784454,529.593672182765,116.384327411652,-10.2737518027425,116.836901889629,0
0.05386911,0.2839996,0.07269287,0.09529114,0.08152008,0.01182757,168.1599,5.305913,907.6422,16.22115,103.0631,3.014285,1121.43158912659,-1310.87327003479,1725.10797899224,113.550379872322,-17.8717412054539,114.948196605529,0
10.2966,4.270587,38.67438,3.373253,6.10775,2.653161,172.9275,12.20112,912.9689,23.14667,101.0946,4.831865,157.927557826042,87.2219055891037,180.412788724892,110.7317507267,-25.3531839698553,113.597115088409,0
15.14637,6.264484,154.0677,9.88382,16.22277,2.318847,174.0877,17.89801,910.1359,30.52305,97.94778,6.461355,105.296343564987,64.1524270176888,123.299853448476,107.618853449821,-33.5368029773235,112.723266328624,0
46.58934,13.23381,141.9219,12.97649,19.44616,5.869468,175.6312,23.68678,896.8077,37.20929,93.93653,7.969275,137.020111083984,91.4340242743492,164.726110973548,104.745447635651,-41.4908230304718,112.663646293464,0
39.80459,23.63786,227.9876,16.18431,25.72173,4.193932,173.039,26.13437,874.2165,42.72958,89.39337,8.822375,112.820751965046,70.9876790642738,133.295808834677,102.255418896675,-48.8775670528412,113.336610390198,0
25.9495,49.69942,256.3838,17.29826,30.68446,6.510373,166.5953,31.56889,842.1301,46.99005,84.24414,10.07371,119.681745767593,67.4701705574989,137.389752838546,100.036963820457,-55.7990372180939,114.54661358976,0
91.27863,61.81565,350.3713,19.23724,39.58337,3.872923,156.6905,34.72094,800.4606,49.20685,78.83951,10.88076,112.975470721722,54.9052804708481,125.610695437837,98.4926819801331,-61.4731684327126,116.102363631393,0
70.0853,72.3283,430.3527,20.90665,49.09527,1.589112,142.3001,32.23566,749.691,48.65739,72.97075,10.79706,114.081479609013,48.5802628099918,123.994459249071,97.3344370722771,-64.9032592773438,116.988998222052,0
96.42764,65.85501,510.7852,22.34071,61.18111,0.09653202,125.5429,27.24788,680.3485,46.30463,65.9101,10.07459,119.778551161289,43.7379851937294,127.514362591453,96.8769565224648,-68.0601671338081,118.394810086158,0
82.50018,64.42063,630.2289,23.50505,77.53482,5.165263,109.1477,22.16866,600.5957,42.20216,57.48458,8.981463,123.026445508003,37.2960530221462,128.555442768342,95.7126095890999,-70.2671781182289,118.736599054606,0
107.993,69.69076,673.9445,21.37941,83.41759,5.846482,89.49966,15.46754,504.4965,36.40199,48.00077,7.485997,123.775154352188,31.7228101193905,127.77568437218,95.1459035277367,-72.1551030874252,119.41148127239,0
148.537,91.69746,679.9557,19.82072,81.34163,7.100293,69.16257,10.07877,399.5022,29.62507,37.68571,5.912714,119.627840816975,29.1500240564346,123.128161689445,94.331681728363,-74.1549581289291,119.989266156621,0
148.7308,93.40273,679.3774,18.60327,80.74034,5.763052,48.47404,5.343804,290.7406,22.18537,27.34307,4.340648,118.844598531723,27.38281711936,121.958424364858,94.0463021397591,-76.3064175844193,121.108943974963,0
153.0467,71.0266,696.0626,19.32875,83.80456,4.090283,29.14059,1.916539,187.9407,14.81908,17.7604,3.003775,120.39802223444,27.7686920017004,123.558828148579,94.4999754428864,-78.849770128727,123.075308685614,0
148.5391,50.18309,729.0905,20.06353,87.99538,4.092722,16.74728,3.315436,101.4841,8.128246,9.568127,1.554473,120.691999793053,27.518579736352,123.789462575585,94.2820683121681,-80.0938233733177,123.70985792481,0
160.9896,52.45005,744.9016,18.42662,90.24178,3.986403,7.196626,4.257083,37.36118,3.452679,3.547344,0.4699132,121.14591896534,24.7369818389416,123.645670981465,94.947338104248,-92.4135446548462,132.496265037003,0
164.1587,75.62843,752.603,15.49782,90.81538,5.571213,3.573167,0.4955933,7.181885,0.8633308,0.8665848,0.353597,120.66837400198,20.5922871828079,122.412821124672,120.662584900856,-120.209507644176,170.322591346573,0
170.4419,99.92311,769.4678,11.4441,92.48019,6.351034,0.4589048,0.3415275,0.3063049,0.07984924,0.07925034,0.00629504,120.18721550703,14.8727502673864,121.103944906223,-258.730202913284,260.685473680496,367.284949443309,0
170.882,106.7783,780.8583,9.541138,94.39308,8.551403,0.2806317,0.170583,0.0375061,0.1304893,0.1943092,0.02697417,120.883747935295,12.2187817469239,121.499708404024,5180.73654174805,-3479.14981842041,6240.55402781021,0
173.9844,99.25932,789.9913,8.775166,95.8456,9.342413,0.07412586,0.006827354,0.2705994,0.06635284,0.03572083,0.05081542,121.324881911278,11.1079262569547,121.832315074924,-132.00631737709,-245.206952095032,278.481807634173,0
170.5991,93.5041,785.1885,8.184032,95.30274,8.941564,0.06205583,0.3625419,0.9140625,0.2034302,0.03461838,0.006084889,121.375627815723,10.4230167344213,121.822339107025,-37.8730967640877,222.556084394455,225.755580572206,0
165.554,95.95326,770.2592,7.227409,93.63004,8.170883,0.2752416,0.1682327,0.3568115,0.05107117,0.06695938,0.02729419,121.556527912617,9.38308704644442,121.918135651313,187.660366296768,143.13206076622,236.015253527864,0
159.6947,97.50631,756.0058,6.215195,92.33652,7.985552,0.07412586,0.006827354,0.2705994,0.06635284,0.03572083,0.05081542,122.137315571308,8.2210935652256,122.41368483292,-132.00631737709,-245.206952095032,278.481807634173,0
157.6901,94.50262,750.8417,6.003937,91.84612,8.278112,0.411857,0.3711448,0.8833923,0.08631897,0.006065369,0.01642363,122.324213385582,7.99627508968115,122.585291106687,-6.865996401757,97.7130606770515,97.9539898802805,0
154.2941,88.93791,743.7599,5.737686,91.16986,8.471804,0.1102988,0.3610129,0.8981018,0.08599854,0.05270386,0.01646669,122.57968634367,7.71443266421556,122.82219659102,-58.6836114525795,95.7558900117874,112.307420614432,0
149.5229,88.6084,733.0869,5.278679,90.08669,8.293863,0.2782218,0.1768129,0.278717,0.06922913,0.1520805,0.02645418,122.886769473553,7.20061827450991,123.097550809028,-545.64493894577,248.384982347488,599.519389889014,0
144.6597,91.66232,720.751,4.492474,88.9507,8.291392,0.09948874,0.005135536,0.2696838,0.06562042,0.0327301,0.01713696,123.413912951946,6.23304536566138,123.571213333207,121.36472016573,-243.323519825935,271.911255010506,0
141.3032,92.83932,712.6534,3.892338,88.14316,8.453314,0.2419039,0.5348718,0.06289673,0.04047775,0.02111053,0.005926386,123.683072626591,5.46175427734852,123.803607435893,-335.638046264648,-643.558979034424,725.824398595266,0
139.1045,89.41376,705.5486,3.527615,87.72501,8.650443,0.4092769,0.7225821,0.8723755,0.003826141,0.006900787,0.01773387,124.335870146751,4.99981781467795,124.436356356693,-7.9103410243988,-4.38588811084628,9.04486095211803,0
137.5034,87.05858,701.3541,3.299599,87.13307,8.700072,0.0947488,0.001735687,0.3686829,0.06479263,0.03204346,0.01661697,124.23549592495,4.70461184158921,124.324542308823,-86.9133323431015,175.740838050842,196.058076849169,0
135.203,87.43431,694.5439,2.765003,86.66075,8.799153,0.0750356,0.1836174,0.06124878,0.01174927,0.08023834,0.07232542,124.773606657982,3.98103427141905,124.837100063687,1310.03987789154,-191.828593611717,1324.01007964182,0
132.6635,89.25977,689.6893,2.088612,86.17451,8.932002,0.2713485,0.002943516,0.05203247,0.003803253,0.02687836,0.01813149,124.946855008602,3.02833691239357,124.983548521378,516.568899154663,73.0938389897346,521.714612477088,0
131.6073,89.86056,688.3971,1.759052,86.18683,9.080124,0.2746187,0.1739733,0.379303,0.07449341,0.01443863,0.0054885,125.199288129807,2.55528721027076,125.225361811964,-38.0662158131599,-196.39553129673,200.050597348918,0
131.012,88.58298,688.0888,1.361298,86.44964,9.253562,0.2434139,0.1932275,0.8876343,0.04964066,0.02166367,0.03944412,125.637322664261,1.97837478481233,125.652898148164,-24.4060717523098,-55.9246726334095,61.0182378271687,0
130.5859,88.9836,688.0941,1.019577,86.42136,9.547482,0.242974,0.3678174,0.5581055,0.02851105,0.01914978,0.06233412,125.595256686211,1.48174061905593,125.603996979942,34.31211784482,51.0854125022888,61.5389372797892,0
129.5096,90.44065,684.844,0.3754616,86.34375,9.618821,0.09973064,0.1797135,0.3895569,0.07500458,0.05574799,0.02950279,126.077979803085,0.548243930097669,126.079171803411,143.106147646904,-192.538186907768,239.89648374261,0
128.2209,92.09312,680.2937,0.006111145,85.81519,9.837213,0.409687,0.7255621,0.8718567,0.1173553,0.007392883,0.01771387,126.14431977272,-0.00898309826879995,126.144320092576,-8.47947038710117,134.603947401047,134.87076804849,0
127.1447,93.74234,675.4227,0.1999092,85.08442,10.03833,0.09781873,0.00827837,0.2541199,0.06261826,0.05429077,0.06121722,125.972092151642,-0.295976438792422,125.972439855367,-213.642373681068,-246.41227722168,326.131988921135,0
126.1306,93.09753,665.6818,0.2499313,83.7897,10.05349,0.06148925,0.7163002,0.5602722,0.1787224,0.08162689,0.01864485,125.870510935783,-0.375451665604487,125.871070890767,-145.691484212875,318.992048501968,350.687803579812,0
124.9769,89.72184,656.6107,0.1281548,82.6577,9.567623,0.2818187,0.1878436,1.211151,0.01160812,0.1120834,0.003978491,125.885397195816,0.195176151464693,125.885548498938,-92.54290163517,9.58437286317348,93.0378893045037,0
123.8653,84.6698,647.8672,0.5713768,81.57368,9.001782,0.06570569,0.5408547,0.5672913,0.1632729,0.08085632,0.07230516,125.911116600037,0.881935062352568,125.914205286466,-142.530530691147,287.81133890152,321.170233644691,0
122.331,79.80463,642.3871,0.7848587,80.9842,8.484482,0.244244,0.1935375,0.5686951,0.1326637,0.06489563,0.03925411,126.067593693733,1.22178462333977,126.07351402017,-114.113226532936,233.277440071106,259.692496071576,0
121.7689,77.48434,640.4592,0.6210976,80.94441,8.279523,0.2729588,0.3482006,0.6972961,0.02825546,0.05693054,0.01783176,126.38495862484,0.969769083894789,126.388679155526,-81.6447138786316,-40.521465241909,91.1473995771402,0
121.5471,78.11498,641.1149,0.07674408,81.27857,8.291084,0.07146928,0.1946785,0.8711243,0.04590225,0.04022217,0.04984592,126.776918768883,-0.119704091048334,126.776975281797,-46.172708272934,-52.6931174099445,70.0605710199087,0
121.68,80.84243,643.7097,0.8706474,82.15916,8.789374,0.580565,0.9040594,0.8659058,0.1319809,0.00818634,0.07433543,127.633854746819,-1.35254662018269,127.64102107039,9.45407804101706,152.419462800026,152.712384016013,0
121.9966,84.62682,647.2615,1.656029,82.66411,9.357232,0.5883055,0.5547249,0.860321,0.01745987,0.007293701,0.02906491,127.713620662689,-2.55851587280631,127.739245755737,8.47788341343403,-20.2945973724127,21.9942080939533,0
122.9873,86.54015,648.545,1.891171,83.0827,9.641542,0.06638932,0.3690557,0.8747864,0.08948517,0.03977203,0.02758566,128.106281161308,-2.91602034121752,128.139464832699,-45.464850962162,102.293737232685,111.942223267368,0
124.8637,86.59073,648.8539,1.825802,83.17297,9.682072,0.406287,0.7368119,1.825806,0.1765366,0.04977417,0.01834388,128.18443775177,-2.81388754956424,128.215319072562,-27.2614825516939,96.6896787285805,100.459356973616,0
126.5675,85.16862,649.8209,1.244701,83.16238,9.358453,0.2357628,0.5518427,1.186615,0.1642685,0.06674957,0.0294559,127.977401018143,-1.91545311827213,127.99173462379,-56.2520883977413,138.434529304504,149.42695992647,0
127.5134,80.78601,647.2281,0.3177643,82.87892,8.955103,0.09666887,0.1749656,0.6983337,0.01345062,0.01196289,0.03885697,128.052100539207,-0.490961770992726,128.053041728668,17.130620777607,-19.261023029685,25.7768341030514,0
128.6213,78.29194,645.9352,0.7464981,82.69261,8.427423,11.96048,10.75221,30.34409,3.013779,4.042774,2.535774,128.019988536835,1.15568574983627,128.02520484078,133.231043815613,-99.3201360106468,166.177617185261,0
130.1283,76.24288,646.8917,1.774071,82.49283,7.934503,7.977226,6.137269,83.64438,5.926853,8.811272,0.2151137,127.521842718124,2.74245394393802,127.551328585243,105.342067778111,-70.8577558398247,126.955790755775,0
132.4122,76.28703,651.0903,3.451469,82.69538,7.599543,18.80383,17.64352,86.92181,6.358845,8.621296,3.428985,127.010613679886,5.30106062069535,127.12119111716,99.1844907402992,-73.1559172272682,123.245086834224,0
134.3158,74.87395,652.6782,5.636303,82.25941,6.841932,30.03626,3.235863,161.4295,11.30285,16.15628,2.513996,126.033648848534,8.63565318286419,126.329153990558,100.082539021969,-70.0172334909439,122.143062033049,0
135.8457,71.97935,649.3956,9.014324,80.96494,5.627553,34.3985,7.508086,229.3544,14.1489,22.85768,0.5534266,124.677374958992,13.8810975477099,125.447728938367,99.6609851717949,-61.6901069879532,117.209134736154,0
