Timestamp;Fx1;Fy1;Fz1;Mx1;My1;Mz1;Fx2;Fy2;Fz2;Mx2;My2;Mz2;Copx1;Copy1;Copxy1;Copx2;Copy2;Copxy2
0;0.1037218;0.0171985;0.3640747;-0.1170578;-0.003501892;-0.0760179;-0.1716849;0.04171181;-0.5571594;0.0404129;0.03681183;-0.03048374;-9.61860828101635;-321.521371603012;321.665214194426;-66.0705491900444;-72.5338235497475;98.1145913155631
0;-0.1002899;0.2357485;-0.2845459;-0.008834839;-0.01853943;-0.0079882;-0.1716849;0.04171181;-0.5571594;0.0404129;0.03681183;-0.03048374;65.1544407010078;31.0489069670439;72.1743428574815;-66.0705491900444;-72.5338235497475;98.1145913155631
0;-0.0995799;0.2340285;-0.6106567;-0.07168579;0.02532196;-0.007318243;0.006490022;0.2162874;-0.8764954;0.08665085;0.009994507;0.02664497;-41.4667651057243;117.391303181648;124.499842052185;-11.4028062671423;-98.8605916500092;99.5160317343685
0;0.1074919;0.2256089;0.03741455;-0.07045746;-0.0472641;-0.04777782;-0.3478829;-0.1297054;-0.5472717;0.0539093;0.02210999;-0.01988651;-1263.25452327728;-1883.15665721893;2267.61791010049;-40.4003784060478;-98.5055491328239;106.468463806477
0;-0.09261987;0.4458796;-0.6065063;-0.08578491;0.02616119;-0.03593825;-0.177915;0.03402162;0.3989868;0.09973145;-0.005062103;-0.03038372;-43.1342460215092;141.441076993942;147.872044149834;-12.6873943954706;249.961748719215;250.283530819178
0;0.107752;0.2278787;0.03527832;0.05244446;-0.04699707;-0.04729782;0.002779514;0.2116299;-0.2272339;0.08271408;-0.07294083;-0.01967528;-1332.17990398407;1486.5916967392;1996.16085759463;320.99449634552;-364.004164934158;485.321026510832
0;-0.1002499;0.2363685;-0.6095581;0.05313873;-0.06249237;-0.007898197;-0.3383131;0.4030685;-1.176117;0.00963974;0.02230835;0.003893971;102.520778775215;-87.1758311986923;134.573903955631;-18.9677979797125;-8.19624308496714;20.6629078521649
0;-0.3016395;0.4479585;-0.2808838;-0.1482239;-0.03208923;-0.07594715;-0.1762446;-0.1345556;-0.236908;-0.00655365;-0.004817963;-0.05393399;114.243805408478;527.705371379852;539.930186280928;20.3368552029133;27.6632737368345;34.3343034498051
0;-0.10406;0.02733809;0.04211426;-0.05543518;0.02522278;-0.03622828;0.007437974;0.2188318;-1.192322;0.02479935;-0.03229141;-0.08771507;598.913013935089;-1316.30432605743;1446.15140184502;27.0828008651733;-20.7992065697908;34.1479881784486
0;0.09609187;-0.1910308;0.03552246;0.08305359;0.0381546;-0.04722784;0.002999663;0.04163957;-0.555603;-0.08158875;0.05365372;0.003824726;1074.09799098969;2338.05847167969;2572.97569192584;-96.5684354305267;146.847188472748;175.754258792925
0;-0.3020895;0.4519483;0.04309082;0.03755188;-0.07568359;-0.07613717;-0.1739247;-0.1305754;-0.8735962;0.1155968;-0.005485535;-0.05370399;-1756.3738822937;871.458947658539;1960.68608192581;6.27925666049123;-132.322892546654;132.471796832841
0;-0.1159898;-0.3878315;1.340149;0.09871674;0.02462769;-0.03679846;-0.1805748;-0.1409357;0.4009705;0.1137924;-0.004619598;-0.05339397;18.3768272399902;73.6610218882561;75.9187323723901;-11.5210441872478;283.792525529861;284.026287525964
0;-0.1045099;0.0313279;0.366333;0.1303253;-0.01837921;-0.0364183;0.003829747;0.0413301;-0.8745422;0.1007118;0.01042938;0.003634721;-50.1707755029202;355.756402015686;359.276668167738;-11.925533413887;-115.159474313259;115.775312011292
0;-0.1117499;-0.1824612;0.3640137;0.02113342;0.06764984;-0.007948264;-0.171245;0.2163017;-0.2276306;-0.03773499;-0.004001617;-0.05337377;185.844227671623;58.0566748976707;194.701449555559;17.5794344395399;165.772885084152;166.702387338447
0;-0.10398;0.0285781;-0.6079712;0.06850433;-0.06268311;-0.03604828;0.1722724;-0.1447601;0.06143188;-0.06485748;0.06770706;-0.007542729;103.102095425129;-112.676940858364;152.728959540264;1102.14853286743;-1055.76252937317;1526.22603402323
0;0.102542;0.02323848;1.014099;0.1311874;-0.003837585;-0.07654797;-0.1735848;0.0404017;-0.2388916;-0.02061462;-0.005260468;-0.03092374;-3.78423114307225;129.363521933556;129.418859569994;22.0203120261431;86.2927958369255;89.0580751817712
0;-0.1102699;-0.1856111;-0.6130981;-0.04223633;0.02429199;-0.00684832;-0.3413934;0.2254415;-0.8557434;-0.03742218;0.06548309;-0.01890628;-39.6217033267021;68.8899978995323;79.4714488675447;-76.5218809247017;43.7306091189384;88.1360563797111
0;-0.1106998;-0.1819512;-0.2887573;0.1439133;-0.1064377;-0.007368311;-0.1657645;0.2214291;-1.197632;0.0272789;-0.04912186;-0.008643478;368.606001138687;-498.388290405273;619.888112556246;41.0158224403858;-22.7773673832417;46.9159477722919
0;0.1082419;0.2245089;-0.6137695;-0.07136536;-0.04735565;-0.0470178;0.1721927;0.03171992;0.07434082;0.03933716;0.06899643;-0.02924277;77.1554261445999;116.273865103722;139.54415605719;928.109586238861;529.146134853363;1068.35529488028
0;0.3127415;0.01511961;0.03857422;-0.05462646;0.05475616;-0.03600703;-0.002640128;-0.1418974;0.08190918;0.05277252;-0.0310173;-0.02002551;1419.50154304504;-1416.13924503326;2005.10223979493;-378.679215908051;644.280910491943;747.325792532991
0;0.3015615;-0.4011502;0.6853027;0.09860229;0.05407715;-0.03581713;0.0005697012;0.03657007;-0.2360229;0.09979248;0.09592819;0.004804716;78.9098665118217;143.881365656853;164.099404070199;-406.435877084732;-422.80837893486;586.478514081428
0;0.09653193;-0.1890108;1.007202;0.1437225;-0.003715515;-0.0471978;0.01099971;0.04979968;-1.83252;-0.0798378;-0.03253555;0.00213474;-3.68894683197141;142.69483089447;142.742506257704;17.7545454353094;43.5672290623188;47.0460129212139
0;-0.1077799;0.02664906;0.685791;0.06707764;0.02492523;0.02026178;0.003829747;0.0413301;-0.8745422;0.1007118;0.01042938;0.003634721;36.3452285528183;97.8106111288071;104.345058761531;-11.925533413887;-115.159474313259;115.775312011292
0;-0.1075099;0.0229091;-0.6122437;-0.05644226;0.1106644;0.02090181;-6.186962E-05;0.03686166;-0.2467957;-0.02003479;0.009876251;-0.06453504;-180.752173066139;92.1892151236534;202.904409644657;-40.0179289281368;81.1796709895134;90.5073125093385
0;-0.3080518;0.2455581;-0.6062622;0.05319977;-0.07695007;0.03147139;-0.002820373;0.03096986;0.4000244;0.09890747;0.01129532;0.00394474;126.925393939018;-87.7504274249077;154.305518824924;28.236573562026;247.253581881523;248.860679577483
0;0.3043161;-0.2051604;0.03338623;-0.1643448;0.05303192;-0.08682935;0.003409743;0.03866005;-0.5561218;0.03958893;0.05316925;0.003844723;1588.43696117401;-4922.532081604;5172.47079006198;-95.6071987748146;-71.1875110864639;119.198985701441
0;0.09678191;-0.1937007;0.03466797;-0.04139709;0.03884125;-0.04697786;-0.003069848;-0.3108371;-0.5655212;0.07086563;-0.03246689;0.002634495;1120.3784942627;-1194.10216808319;1637.41502320802;57.4105568230152;-125.310286879539;137.835554312235
0;-0.3080918;0.2449381;-0.28125;-0.008773804;-0.03299713;0.03138138;0.00116995;-0.1336272;-0.8725586;0.1147728;0.01087189;-0.01937553;117.323130369186;31.1957467347383;121.399718014347;-12.4597791582346;-131.535917520523;132.124727793997
0;0.3119714;0.01654953;0.6895142;-0.05413055;0.1419678;-0.036437;-0.1734848;0.04401445;-0.5440674;0.03744888;-0.04629898;-0.07659404;205.895364284515;-78.505352139473;220.354240595447;85.0978791713715;-68.8313320279121;109.450451384186
0;0.09954193;-0.1866021;0.6897583;0.08405304;-0.04729462;-0.104358;0.1723729;-0.1411474;-0.2437744;-0.006797791;0.02667618;-0.05321302;-68.5669407248497;121.858686208725;139.824764490707;-109.429769217968;27.8855785727501;112.926878480877
0;0.3053316;-0.1927398;0.3587646;0.1452179;0.01031494;-0.007577047;-0.006749898;-0.3182672;0.3914185;0.00881958;0.0957756;0.004014492;28.7512764334679;404.772043228149;405.791871376996;244.688525795937;22.532356902957;245.723791611213
0;0.3115016;0.0195896;1.338928;0.07007599;0.05519104;-0.03704713;0.001509786;0.03734994;-0.237854;-0.0214386;0.01109695;0.003404722;41.220311075449;52.3373745381832;66.6206786118758;-46.6544777154922;90.133436024189;101.492248868729
0;-0.10106;0.2371784;0.3664551;-0.008331299;0.06867981;-0.008418187;-0.3413934;0.2254415;-0.8557434;-0.03742218;0.06548309;-0.01890628;187.416717410088;-22.7348431944847;188.790622277301;-76.5218809247017;43.7306091189384;88.1360563797111
0;0.1032519;0.02151829;0.6879883;0.06829834;0.04003143;-0.07587789;-0.1685847;0.391259;-0.2295837;-0.05179596;-0.004436493;-0.03036352;58.1862144172192;99.2725342512131;115.068117238725;19.3240735679865;225.608140230179;226.434212868508
0;-0.1110199;-0.1845111;0.03808594;-0.04135132;0.02438354;-0.00760828;-0.1724147;0.2110689;0.07693481;0.02547455;-0.04825211;-0.008333459;640.22433757782;-1085.73722839355;1260.44140345622;-627.181649208069;331.118613481522;709.222360968179
0;-0.10398;0.0285781;-0.6079712;0.06850433;-0.06268311;-0.03604828;0.1766196;0.03429818;-0.2367859;-0.02227783;0.02746201;0.037737;103.102095425129;-112.676940858364;152.728959540264;-115.978218615055;94.0842926502228;149.34122443791
0;0.1007519;0.01540953;0.3564453;0.004562378;-0.003883362;-0.01876782;-0.00398019;-0.1340475;-0.2336731;-0.007236481;0.01204681;-0.01887554;-10.8946915715933;12.7996578812599;16.8084962539022;-51.5541322529316;30.9683941304684;60.1404189158405
0;-0.1002899;0.2357485;-0.2845459;-0.008834839;-0.01853943;-0.0079882;-0.001750261;0.03258991;0.4006653;-0.02236176;0.09659958;0.004574716;65.1544407010078;31.0489069670439;72.1743428574815;241.097956895828;-55.8115616440773;247.473544510304
0;0.2953117;-0.6160012;0.680603;-0.01136017;-0.03321075;-0.007277176;-0.1750749;0.03611159;0.07888794;0.03953552;-0.04781723;-0.03134371;-48.796072602272;-16.6913289576769;51.5718640712122;-606.141209602356;501.160562038422;786.491624189904
