Fx1,Fy1,Fz1,Mx1,My1,Mz1,Fx2,Fy2,Fz2,Mx2,My2,Mz2,Copx1,Copy1,Copxy1,Copx2,Copy2,Copxy2
-0,187775;6,820316;4,586731;0,5531235;0,0300827;0,0377347;121,8983;-58,17048;973,0539;-96,22054;103,6626;22,92536;6,55863666906953;120,592087507248;120,770307958176;106,533229351044;-98,885104060173;145,353337632658;
0,01951669;6,814831;5,232056;0,6764908;0,1320267;-0,001584932;121,7312;-57,64552;973,7191;-96,39163;103,735;22,9375;25,2341870218515;129,297316074371;131,736707635684;106,534831225872;-98,9932641386986;145,428114919912;
-0,4032148;6,616035;4,578674;0,8121643;0,01470184;0,02772571;121,5605;-57,12141;974,364;-96,43697;103,8045;22,92791;3,21093876846135;177,379786968231;177,408846883885;106,535673141479;-98,9742800593376;145,415809886588;
-0,6110166;6,625225;4,582092;0,8122253;0,0002441406;0,06709529;121,3827;-56,95054;975,3436;-96,39707;103,8341;22,82643;0,0532814738107845;177,260801196098;177,260809203834;106,458954513073;-98,8339632749557;145,26410875592;
0,01886665;6,8194;4,582031;0,9240952;0,2177124;-0,0009949058;121,2026;-56,60968;977,2522;-96,54828;103,9037;22,83957;47,5143864750862;201,678052544594;207,199550675873;106,322266161442;-98,795659840107;145,13788852311;
-0,2018851;6,402878;4,900635;0,8899689;-0,01493835;0,09526463;120,8807;-55,36401;975,6947;-96,71577;103,9159;22,74953;-3,04824882186949;181,602776050568;181,628357065059;106,50447756052;-99,1250276565552;145,495617969588;
0,01334441;6,613745;5,230347;0,9392242;0,04425049;0,1058955;120,5315;-55,02093;977,3039;-96,80971;104,0136;22,75053;8,46033543348312;179,572075605392;179,771264702888;106,429122388363;-99,0579351782799;145,394747546606;
0,2271341;6,813006;3,280151;0,8010559;-0,02910614;0,1743746;120,5368;-54,32085;977,6468;-96,8135;104,0585;22,63922;-8,8734133169055;244,213089346886;244,374242653031;106,43769800663;-99,0270748734474;145,380002458873;
0,02609237;7,033345;2,639465;0,7876587;-0,04376221;0,1851542;120,5418;-53,79807;978,304;-96,98396;104,0612;22,6171;-16,5799520909786;298,415988683701;298,876223733856;106,369003653526;-99,1347879171371;145,403133094234;
0,6434956;6,798768;2,304993;0,7411804;0,04229736;0,1745658;120,534;-53,80902;979,5589;-96,98135;104,2293;22,59695;18,3503236621618;321,554362773895;322,077541280717;106,404319405556;-99,0051180124283;145,340608849744;
0,4511337;7,227849;1,34021;0,6504517;-0,1881027;0,1571353;120,3601;-53,28606;980,537;-96,96953;104,3433;22,54286;-140,353173017502;485,335648059845;505,222430671631;106,414414942265;-98,8943055272102;145,272541704252;
0,8675153;7,214557;0,03955078;0,6521454;-0,07352448;0,1577467;120,358;-53,293;981,5029;-97,03299;104,4727;22,61218;-1858,98923873901;16488,8114929199;16593,2741024427;106,441602110863;-98,8616421818733;145,270227351732;
1,284517;7,201758;1,010132;0,5911179;-0,1732635;0,157186;120,3664;-52,24902;982,4913;-97,06893;104,5186;22,50121;-171,525686979294;585,188806056976;609,808986509799;106,381215155125;-98,7987741827965;145,183197092171;
1,500116;7,411078;-0,9332886;0,7023392;-0,07307434;0,1690568;120,0272;-51,53675;982,2007;-97,19284;104,3617;22,3866;78,2976895570755;-752,542316913605;756,604564442796;106,252893805504;-98,9541560411453;145,195049639645;
1,697891;6,97863;-0,6148071;0,5457077;-0,10215;0,1299871;120,2062;-51,18954;982,1913;-97,22042;104,5461;22,40104;166,149601340294;-887,607932090759;903,024656992251;106,441639363766;-98,9831760525703;145,352990103059;
2,318844;6,750673;-1,27002;0,6857605;-0,1462479;0,06286506;120,034;-50,66889;983,4994;-97,3941;104,7045;22,30095;115,154027938843;-539,960563182831;552,103124373753;106,461137533188;-99,028117954731;145,397874642364;
2,940895;6,526677;-0,9467773;0,6411896;-0,1450195;0,07410519;119,5128;-50,30962;983,5073;-97,30155;104,741;22,19992;153,171733021736;-677,233755588531;694,339354714558;106,497466564178;-98,9332273602486;145,35987706552;
3,155241;6,722696;-1,925537;0,687233;-0,1743698;-0,0719948;119,3552;-49,25097;983,2272;-97,45753;104,6861;22,12085;90,5564501881599;-356,904566287994;368,213715263164;106,47189617157;-99,1200506687164;145,468378415855;
3,776355;6,494818;-1,607544;0,7646561;-0,1734772;-0,139235;119,3599;-49,07285;982,9158;-97,41187;104,6441;22,21159;107,914417982101;-475,667297840118;487,75495880917;106,462933123112;-99,10499304533;145,451558175535;
4,181909;6,064759;-0,314209;0,7951508;-0,1438446;-0,1393337;119,0062;-48,55021;984,5312;-97,40005;104,7424;22,1237;457,799136638641;-2530,64298629761;2571,71809761575;106,388121843338;-98,9303812384605;145,277846904957;
4,38967;6,05495;0,007629395;0,7331238;-0,08543396;-0,1787933;119,0164;-47,84768;984,5655;-97,58846;104,7462;21,96521;-11197,9999542236;96092,0028686523;96742,2773056531;106,38827085495;-99,1182997822762;145,405988622324;
4,39095;6,0511;-1,617859;0,6703949;-0,129837;-0,1776632;118,6652;-47,84236;984,5652;-97,46556;104,7983;21,89795;80,2523866295815;-414,37166929245;422,071470099503;106,441229581833;-98,9935100078583;145,359727498948;
4,175418;5,84987;-0,9677734;0,6850586;-0,0579071;-0,1101036;118,5027;-47,13271;984,2846;-97,59167;104,659;21,88561;59,8353929817677;-707,870841026306;710,395243388195;106,32997751236;-99,1498529911041;145,38485982363;
4,80027;5,829774;-0,6512451;0,7471313;-0,05682373;-0,1491958;118,1651;-46,41799;983,3245;-97,58591;104,6669;21,79623;87,2539803385735;-1147,23527431488;1150,54857859947;106,441833078861;-99,2408096790314;145,528698664346;
4,38758;6,044228;-0,322998;0,4216385;-0,04181671;-0,1215833;117,6358;-46,58179;983,6768;-97,51497;104,7504;21,763;129,464283585548;-1305,3902387619;1311,79444890546;106,488659977913;-99,1331338882446;145,489562987852;
4,37868;5,632417;0,3323975;0,577713;-0,04279327;-0,1788933;117,6436;-45,88045;984,0269;-97,64143;104,7117;21,71822;-128,741279244423;1738,01875114441;1742,78039245083;106,411427259445;-99,2263853549957;145,496623335424;
4,580198;5,420285;1,302368;0,65448;0,0157547;-0,1110544;117,4736;-45,87129;983,069;-97,57864;104,6519;21,68316;12,0969628915191;502,530694007874;502,676272496757;106,4542979002;-99,2592051625252;145,550360188221;
4,576407;5,210927;1,954224;0,5462723;0,01633453;-0,1397145;116,7847;-45,50163;982,4559;-97,60841;104,6744;21,68313;8,35857912898064;279,534161090851;279,659101517939;106,543570756912;-99,3514433503151;145,678556299217;
3,749764;5,447217;1,965454;0,5305862;-0,04188538;-0,1687751;116,4355;-45,32029;982,4776;-97,50566;104,5593;21,54593;-21,3107876479626;269,956052303314;270,795900717434;106,424108147621;-99,2446690797806;145,518367004896;
3,126431;5,670924;1,314087;0,5126953;-0,1735535;-0,04427469;116,2645;-45,47999;981,2128;-97,4903;104,4589;21,55557;-132,071524858475;390,153288841248;411,90105179774;106,458991765976;-99,356934428215;145,62045648466;
2,699356;5,271423;1,969055;0,5423813;-0,02915192;0,03483629;116,0826;-45,31083;982,4992;-97,38705;104,4447;21,49985;-14,8050272837281;275,452554225922;275,850137687941;106,30514472723;-99,1217643022537;145,347541960189;
2,073134;5,285609;0,6757202;0,541626;0,0112915;-0,004583895;115,7465;-45,28885;980,5937;-97,50545;104,4969;21,49894;16,7103242129087;801,553606987;801,727771633969;106,564983725548;-99,4351133704185;145,751286537767;
1,242281;5,524576;1,979309;0,7722778;-0,04685211;0,02256757;115,3991;-44,93223;980,9323;-97,59906;104,4247;21,38493;-23,670943453908;390,175461769104;390,892829981226;106,454521417618;-99,4962230324745;145,712262792059;
1,012057;4,693978;2,630493;0,7084579;0,1107025;0,06229699;115,0404;-45,10045;981,252;-97,52294;104,2655;21,29293;42,0843176543713;269,325137138367;272,593322161483;106,257662177086;-99,3862375617027;145,493350322312;
0,5954756;4,706571;3,282837;0,7073975;-0,00491333;0,06171566;114,5284;-44,72771;980,0013;-97,55255;104,134;21,32542;-1,49667204823345;215,483576059341;215,48877367172;106,25908523798;-99,5432883501053;145,601715138128;
-0,2403818;4,525638;1,996826;0,5985031;0,02217865;0,1127257;114,1865;-44,7128;978,7462;-97,43236;104,1029;21,27894;11,106951162219;299,727201461792;299,932925268697;106,363512575626;-99,5481312274933;145,681252185419;
-0,4489337;4,535928;2,651489;0,5994568;0,007797241;0,1513352;113,4948;-44,33956;978,1354;-97,46204;104,1258;21,27966;2,94070248492062;226,083055138588;226,102179449696;106,453396379948;-99,6406376361847;145,810089737891;
-0,8620252;4,75627;2,653015;0,5829239;0,0655899;0,1795957;112,9731;-44,15308;978,1656;-97,48111;104,0809;21,1767;24,7227773070335;219,721287488937;221,10780152127;106,404222548008;-99,6570661664009;145,785422498069;
-1,297747;3,933419;3,633789;0,581604;-0,00843811;0,1223642;112,643;-43,43106;976,5988;-97,72449;103,9231;21,06102;-2,3221243172884;160,054415464401;160,0712596658;106,413297355175;-100,066162645817;146,071991704981;
-1,290894;4,341659;2,002869;0,611702;-0,05374908;0,1005859;112,6365;-43,60408;976,6022;-97,58902;103,8387;21,03811;-26,8360506743193;305,412918329239;306,589667631147;106,326550245285;-99,9270901083946;145,913531327956;
-1,300954;3,917779;2,649963;0,3931427;-0,05332184;0,1007961;112,1146;-43,58747;975,9719;-97,58694;103,7907;21,00327;-20,1217271387577;148,357778787613;149,716112792982;106,346003711224;-99,9895036220551;145,970453653925;
-1,305414;3,712039;2,977417;0,470993;-0,01024628;0,07230599;111,7735;-43,39891;975,0331;-97,54187;103,717;20,97937;-3,44133074395359;158,188477158546;158,225905157876;106,372833251953;-100,039541721344;146,024277303003;
-1,516156;3,512958;2,006287;0,5474548;-0,06893158;0,08437574;111,781;-43,21694;974,0876;-97,49704;103,6749;20,95619;-34,3577936291695;272,86970615387;275,024243512392;106,432795524597;-100,090630352497;146,102957696074;
-1,110815;3,081252;2,976685;0,5170364;-0,08351898;0,08388478;110,7495;-42,47977;972,8657;-97,68098;103,4985;20,90872;-28,0577205121517;173,695400357246;175,946945939968;106,385208666325;-100,405417382717;146,284177075906;
-0,6972734;2,858195;2,325378;0,4090118;0,03258514;0,05656601;111,0868;-43,02408;973,7814;-97,69359;103,3995;20,86135;14,0128349885345;175,890445709229;176,447749875727;106,183491647243;-100,323937833309;146,081574473928;
-0,2911819;2,425387;2,644714;0,3776779;0,01790619;0,05683579;110,4129;-42,28102;970,6326;-97,7525;103,3367;20,74722;6,77055679261684;142,804801464081;142,96521171417;106,463268399239;-100,710101425648;146,550169046005;
0,1144541;1,985318;2,309509;0,3445511;0,00252533;-0,02109562;110,4124;-42,4546;970,3094;-97,67564;103,1238;20,83538;1,0934486053884;149,188011884689;149,192018955301;106,27930611372;-100,664429366589;146,385170860011;
0,3155038;1,770216;2,633301;0,2990723;0,05975342;0,04629536;110,4118;-42,27422;970,0063;-97,63319;102,998;20,69866;22,6914510130882;113,573148846626;115,817796939923;106,182813644409;-100,652113556862;146,306656980832;
0,5196157;1,553856;2,30658;0,376358;0,03007507;-0,02113432;110,7633;-42,1068;970,3273;-97,83292;102,9887;20,67575;13,0388187244534;163,167148828506;163,687291047757;106,138065457344;-100,824669003487;146,39297393895;
