Date;Timestamp;Fx1;Fy1;Fz1;Mx1;My1;Mz1;Fx2;Fy2;Fz2;Mx2;My2;Mz2;Copx1;Copy1;Copxy1;Copx2;Copy2;Copxy2
20210831145429;132748844696745389;-0.2090922;0.02361369;-0.01293945;-0.09528351;0.06586456;-0.02832757;-0.03645939;-0.0410552;0.9147644;0.03932953;-0.002597809;-0.02819261;-5090.21234512329;7363.79718780518;8951.8585076828;-2.8398665599525;42.9941602051258;43.0878480992305
20210831145429;132748844696745389;-0.2125622;-0.1831868;0.3123169;-0.01823425;-0.0643692;-0.05674742;-0.1999375;0.3157992;0.280365;0.01147079;-0.01930618;0.05091915;-206.102207303047;-58.3838187158108;214.212021471786;-68.8608884811401;40.9137904644012;80.0984407624577
20210831145429;132748844696755397;0.2081892;0.01403141;0.6300049;0.0281601;0.009567261;-0.02798639;-0.02358943;-0.02865529;-0.9980164;0.04186249;0.08065414;-0.02837265;15.1860108599067;44.6982160210609;47.2074723036791;-80.8144509792328;-41.9456921517849;91.0517247347195
20210831145429;132748844696755397;-0.007750496;-0.195117;0.6266479;0.04177856;-0.09347534;-0.03928696;-0.03163919;-0.2141352;0.2634888;-0.06404495;-0.004562378;-0.00701265;-149.167239665985;66.6699111461639;163.388317947786;-17.3152647912502;-243.06520819664;243.681172498958
20210831145429;132748844696755397;0.2017992;-0.1999497;-0.6732788;0.04237366;-0.07953644;0.001093879;-0.3688977;0.5030515;-0.6639099;0.05717468;0.007488251;-0.005209312;118.13298612833;-62.9362687468529;133.852068849803;-11.2790167331696;-86.1181318759918;86.85360589105
20210831145429;132748844696765381;0.2102737;0.2136449;-0.3463745;-0.04878235;0.05101776;-0.07882665;-0.03256935;-0.2092652;-0.0526123;-0.002872467;0.03801727;-0.005842656;-147.290751338005;140.836998820305;203.788188240694;-722.592830657959;54.5968674123287;724.652480054765
20210831145429;132748844696785366;-0.0180127;-0.6071717;1.278076;0.07262421;-0.00667572;0.0397134;-0.2005077;-0.02506518;-0.6719971;-0.01964188;-0.06136703;0.004148647;-5.2232570014894;56.8230673670769;57.0626269874334;91.3203880190849;29.2291101068258;95.8840661715656
20210831145429;132748844696785366;0.2086192;0.009091377;0.6313477;-0.2192001;0.009971619;-0.02821633;-0.2026796;0.1446743;-0.04437256;-0.03322983;0.0224762;-0.03961086;15.7941803336143;-347.194015979767;347.553076327299;-506.533682346344;748.882412910461;904.102449790919
20210831145429;132748844696795370;-0.4230841;-0.1804777;-0.6645508;-0.08166504;-0.03666687;0.04009415;-0.02696946;-0.02860522;-0.6799011;-0.0190773;-0.04622269;-0.02946265;55.1754236221313;122.887581586838;134.705920731582;67.9844245314598;28.058934956789;73.5471672451296
20210831145429;132748844696805364;0.4043034;-0.4150199;0.9521484;-0.002876282;0.06600189;-0.0677055;0.1387154;-0.2205868;0.9029236;-0.06570816;0.0124855;0.02783962;69.318912923336;-3.02083324640989;69.3847038069318;13.8278631493449;-72.7726668119431;74.0747651646571
